Data from HR2B7661_17-25-30-740.txt Node
Date: Mon Jan 30 17:25:30 CST 2023
User: spa576
Spectrometer: HR2B766
Scans to average: 1
Trigger mode: 4
Integration Time (sec): 1.000000E0
Electric dark correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
344.843	-149.89
345.071	-5.89
345.299	-3.89
345.526	-6.89
345.754	-0.89
345.982	-0.89
346.21	-0.89
346.438	21.11
346.666	19.11
346.894	1.11
347.121	2.11
347.349	10.11
347.577	14.11
347.805	2.11
348.033	49.11
348.261	4.11
348.489	38.11
348.716	8.11
348.944	7.11
349.172	5.11
349.4	3.11
349.628	3.11
349.856	13.11
350.083	7.11
350.311	7.11
350.539	6.11
350.767	4.11
350.995	15.11
351.223	10.11
351.45	13.11
351.678	14.11
351.906	14.11
352.134	26.11
352.362	7.11
352.589	6.11
352.817	9.11
353.045	11.11
353.273	12.11
353.501	15.11
353.728	27.11
353.956	17.11
354.184	20.11
354.412	11.11
354.639	7.11
354.867	6.11
355.095	19.11
355.323	13.11
355.55	7.11
355.778	8.11
356.006	12.11
356.234	17.11
356.462	6.11
356.689	15.11
356.917	8.11
357.145	47.11
357.373	13.11
357.6	11.11
357.828	14.11
358.056	11.11
358.283	10.11
358.511	16.11
358.739	11.11
358.967	14.11
359.194	13.11
359.422	14.11
359.65	26.11
359.878	12.11
360.105	8.11
360.333	11.11
360.561	292.11
360.788	12.11
361.016	30.11
361.244	17.11
361.471	9.11
361.699	18.11
361.927	13.11
362.155	17.11
362.382	14.11
362.61	15.11
362.838	12.11
363.065	12.11
363.293	16.11
363.521	11.11
363.748	9.11
363.976	13.11
364.204	12.11
364.431	11.11
364.659	345.11
364.887	16.11
365.114	9.11
365.342	15.11
365.569	11.11
365.797	10.11
366.025	32.11
366.252	15.11
366.48	12.11
366.708	47.11
366.935	11.11
367.163	35.11
367.391	10.11
367.618	16.11
367.846	67.11
368.073	18.11
368.301	14.11
368.529	20.11
368.756	14.11
368.984	14.11
369.211	53.11
369.439	8.11
369.667	13.11
369.894	13.11
370.122	16.11
370.349	11.11
370.577	20.11
370.805	11.11
371.032	16.11
371.26	14.11
371.487	20.11
371.715	13.11
371.942	8.11
372.17	12.11
372.398	12.11
372.625	18.11
372.853	12.11
373.08	11.11
373.308	13.11
373.535	14.11
373.763	14.11
373.99	14.11
374.218	23.11
374.445	19.11
374.673	19.11
374.901	15.11
375.128	11.11
375.356	13.11
375.583	8.11
375.811	126.11
376.038	19.11
376.266	16.11
376.493	10.11
376.721	17.11
376.948	13.11
377.176	25.11
377.403	20.11
377.631	15.11
377.858	19.11
378.086	16.11
378.313	36.11
378.541	11.11
378.768	21.11
378.996	29.11
379.223	21.11
379.45	18.11
379.678	14.11
379.905	14.11
380.133	12.11
380.36	14.11
380.588	8.11
380.815	25.11
381.043	13.11
381.27	13.11
381.498	14.11
381.725	15.11
381.952	10.11
382.18	11.11
382.407	11.11
382.635	13.11
382.862	12.11
383.09	10.11
383.317	17.11
383.544	15.11
383.772	12.11
383.999	12.11
384.227	11.11
384.454	51.11
384.681	15.11
384.909	10.11
385.136	19.11
385.364	17.11
385.591	39.11
385.818	9.11
386.046	14.11
386.273	54.11
386.5	15.11
386.728	15.11
386.955	12.11
387.183	11.11
387.41	11.11
387.637	14.11
387.865	17.11
388.092	16.11
388.319	11.11
388.547	25.11
388.774	23.11
389.001	11.11
389.229	18.11
389.456	20.11
389.683	44.11
389.911	19.11
390.138	10.11
390.365	9.11
390.593	17.11
