Data from HR2B7661_17-23-20-703.txt Node
Date: Mon Jan 30 17:23:20 CST 2023
User: spa576
Spectrometer: HR2B766
Scans to average: 1
Trigger mode: 4
Integration Time (sec): 2.000000E0
Electric dark correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
344.843	-160.61
345.071	-19.61
345.299	-16.61
345.526	-9.61
345.754	-9.61
345.982	-7.61
346.21	-8.61
346.438	40.39
346.666	20.39
346.894	-5.61
347.121	-3.61
347.349	-0.61
347.577	20.39
347.805	-3.61
348.033	85.39
348.261	-0.61
348.489	68.39
348.716	11.39
348.944	8.39
349.172	-1.61
349.4	-1.61
349.628	5.39
349.856	5.39
350.083	4.39
350.311	5.39
350.539	-1.61
350.767	-2.61
350.995	14.39
351.223	10.39
351.45	10.39
351.678	20.39
351.906	10.39
352.134	42.39
352.362	6.39
352.589	-0.61
352.817	3.39
353.045	13.39
353.273	16.39
353.501	13.39
353.728	40.39
353.956	25.39
354.184	25.39
354.412	14.39
354.639	4.39
354.867	12.39
355.095	24.39
355.323	10.39
355.55	-1.61
355.778	8.39
356.006	3.39
356.234	22.39
356.462	8.39
356.689	16.39
356.917	8.39
357.145	87.39
357.373	11.39
357.6	7.39
357.828	11.39
358.056	4.39
358.283	6.39
358.511	8.39
358.739	7.39
358.967	25.39
359.194	14.39
359.422	11.39
359.65	46.39
359.878	13.39
360.105	4.39
360.333	8.39
360.561	667.39
360.788	2.39
361.016	46.39
361.244	15.39
361.471	8.39
361.699	33.39
361.927	12.39
362.155	22.39
362.382	7.39
362.61	14.39
362.838	15.39
363.065	14.39
363.293	16.39
363.521	10.39
363.748	8.39
363.976	3.39
364.204	10.39
364.431	3.39
364.659	685.39
364.887	9.39
365.114	3.39
365.342	12.39
365.569	11.39
365.797	9.39
366.025	53.39
366.252	8.39
366.48	6.39
366.708	71.39
366.935	7.39
367.163	70.39
367.391	11.39
367.618	16.39
367.846	116.39
368.073	9.39
368.301	8.39
