Data from HR2B7661_15-17-21-482.txt Node
Date: Mon Jan 23 15:17:21 CST 2023
User: av34443
Spectrometer: HR2B766
Scans to average: 1
Trigger mode: 4
Integration Time (sec): 3.200000E-2
Electric dark correction enabled: true
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
344.843	-151.06
345.071	-0.06
345.299	3.94
345.526	3.94
345.754	5.94
345.982	6.94
346.21	10.94
346.438	11.94
346.666	8.94
346.894	9.94
347.121	13.94
347.349	11.94
347.577	2.94
347.805	12.94
348.033	14.94
348.261	12.94
348.489	9.94
348.716	8.94
348.944	14.94
349.172	14.94
349.4	14.94
349.628	11.94
349.856	9.94
350.083	9.94
350.311	10.94
350.539	12.94
350.767	11.94
350.995	23.94
351.223	22.94
351.45	16.94
351.678	13.94
351.906	14.94
352.134	19.94
352.362	14.94
352.589	20.94
352.817	15.94
353.045	16.94
353.273	21.94
353.501	21.94
353.728	21.94
353.956	15.94
354.184	21.94
354.412	19.94
354.639	20.94
354.867	23.94
355.095	20.94
355.323	18.94
355.55	24.94
355.778	22.94
356.006	20.94
356.234	21.94
356.462	18.94
356.689	16.94
356.917	21.94
357.145	18.94
357.373	23.94
357.6	20.94
357.828	21.94
358.056	20.94
358.283	23.94
358.511	18.94
358.739	19.94
358.967	19.94
359.194	26.94
359.422	26.94
359.65	21.94
359.878	23.94
360.105	25.94
360.333	24.94
360.561	27.94
360.788	26.94
361.016	27.94
361.244	26.94
361.471	21.94
361.699	21.94
361.927	24.94
362.155	22.94
362.382	23.94
362.61	22.94
362.838	20.94
363.065	22.94
363.293	22.94
363.521	19.94
363.748	21.94
363.976	22.94
364.204	17.94
364.431	23.94
364.659	26.94
364.887	19.94
365.114	15.94
365.342	25.94
365.569	27.94
365.797	29.94
366.025	27.94
366.252	25.94
366.48	22.94
366.708	25.94
366.935	23.94
367.163	26.94
367.391	23.94
367.618	26.94
367.846	28.94
368.073	29.94
368.301	25.94
368.529	30.94
368.756	25.94
368.984	30.94
369.211	24.94
369.439	32.94
369.667	28.94
369.894	30.94
370.122	36.94
370.349	28.94
370.577	30.94
370.805	32.94
371.032	30.94
371.26	34.94
371.487	35.94
371.715	35.94
371.942	36.94
372.17	35.94
372.398	28.94
372.625	37.94
372.853	34.94
373.08	37.94
373.308	41.94
373.535	33.94
373.763	36.94
373.99	32.94
374.218	40.94
374.445	36.94
374.673	40.94
374.901	36.94
375.128	36.94
375.356	39.94
375.583	42.94
375.811	49.94
376.038	37.94
376.266	35.94
376.493	39.94
376.721	38.94
376.948	37.94
377.176	40.94
377.403	38.94
377.631	33.94
377.858	42.94
378.086	40.94
378.313	38.94
378.541	39.94
378.768	33.94
378.996	35.94
379.223	36.94
379.45	37.94
379.678	35.94
379.905	40.94
380.133	39.94
380.36	30.94
380.588	38.94
380.815	35.94
381.043	45.94
381.27	50.94
381.498	46.94
381.725	47.94
381.952	43.94
382.18	43.94
382.407	57.94
382.635	49.94
382.862	51.94
383.09	58.94
383.317	58.94
383.544	55.94
383.772	60.94
383.999	61.94
384.227	58.94
384.454	57.94
384.681	53.94
384.909	51.94
385.136	53.94
385.364	48.94
385.591	53.94
385.818	59.94
386.046	58.94
386.273	61.94
386.5	61.94
386.728	60.94
386.955	63.94
387.183	56.94
387.41	50.94
387.637	55.94
387.865	50.94
388.092	47.94
388.319	39.94
388.547	43.94
388.774	40.94
389.001	45.94
389.229	47.94
389.456	41.94
389.683	50.94
389.911	55.94
390.138	59.94
390.365	57.94
390.593	67.94
390.82	67.94
391.047	65.94
391.275	64.94
391.502	62.94
391.729	59.94
391.956	69.94
392.184	70.94
392.411	70.94
392.638	62.94
392.866	64.94
393.093	65.94
393.32	72.94
393.547	68.94
393.775	64.94
394.002	67.94
394.229	75.94
394.456	68.94
394.684	76.94
394.911	79.94
395.138	86.94
395.365	87.94
395.593	84.94
395.82	86.94
396.047	82.94
396.274	89.94
396.502	87.94
396.729	97.94
396.956	106.94
397.183	101.94
397.41	102.94
397.638	98.94
397.865	92.94
398.092	84.94
398.319	75.94
398.547	71.94
398.774	58.94
399.001	50.94
399.228	47.94
399.455	60.94
399.682	75.94
399.91	80.94
400.137	88.94
400.364	98.94
400.591	105.94
400.818	107.94
401.045	106.94
401.273	117.94
401.5	109.94
401.727	98.94
401.954	93.94
402.181	67.94
402.408	59.94
402.635	65.94
402.863	72.94
403.09	85.94
403.317	112.94
403.544	120.94
403.771	129.94
403.998	127.94
404.225	146.94
404.452	147.94
404.68	149.94
404.907	156.94
405.134	156.94
405.361	157.94
405.588	158.94
405.815	166.94
406.042	159.94
406.269	154.94
406.496	161.94
406.723	168.94
406.95	177.94
407.177	175.94
407.405	177.94
407.632	177.94
407.859	182.94
408.086	189.94
408.313	188.94
408.54	177.94
408.767	171.94
408.994	173.94
409.221	176.94
409.448	196.94
409.675	194.94
409.902	184.94
410.129	181.94
410.356	185.94
410.583	186.94
410.81	194.94
411.037	200.94
411.264	191.94
411.491	192.94
411.718	183.94
411.945	181.94
412.172	178.94
412.399	188.94
412.626	203.94
412.853	200.94
413.08	197.94
413.307	204.94
413.534	201.94
413.761	205.94
413.988	211.94
414.215	215.94
414.442	226.94
414.669	236.94
414.896	230.94
415.122	221.94
415.349	216.94
415.576	202.94
415.803	193.94
416.03	204.94
416.257	213.94
416.484	227.94
416.711	237.94
416.938	256.94
417.165	261.94
417.392	263.94
417.619	247.94
417.845	265.94
418.072	261.94
418.299	257.94
418.526	255.94
418.753	238.94
418.98	247.94
419.207	270.94
419.434	268.94
419.66	261.94
419.887	254.94
